,International Terrorist Watch List,National Terrorist Watch List,National Law Enforcement,Local Law Enforcement,IRS or other Federal Finance Company,Face Match with Picture DB,Cash Payment Same Day,Immediate Family,Extented Family,Place of Worship,WatchList,Biometrics,Ticket Purchase,Link Analysis,Total
7767,1,0,0,0,1,1,0,0,0,1,87,100,0,20,73.15
28160,1,0,0,0,1,1,0,0,0,1,87,100,0,20,73.15
34831,1,0,0,0,1,1,0,0,0,1,87,100,0,20,73.15
54260,1,0,0,0,1,1,0,0,0,1,87,100,0,20,73.15
88495,1,0,0,0,1,1,0,0,0,1,87,100,0,20,73.15
46,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
7108,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
13190,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
24182,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
30175,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
32164,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
37704,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
47207,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
49716,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
56648,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
60175,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
69882,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
76370,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
80574,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
82293,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
93178,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
98590,0,0,1,0,1,1,1,0,0,0,54,100,75,0,73.05
1435,1,1,0,0,0,1,0,0,0,0,95.58,100,0,0,73.011
56397,1,1,0,0,0,1,0,0,0,0,95.58,100,0,0,73.011
91657,1,1,0,0,0,1,0,0,0,0,95.58,100,0,0,73.011
92992,1,1,0,0,0,1,0,0,0,0,95.58,100,0,0,73.011
4317,0,1,0,0,0,1,0,1,1,0,51,100,0,100,72.95
49635,0,1,0,0,0,1,0,1,1,0,51,100,0,100,72.95
59091,0,1,0,0,1,0,2,1,0,1,71,0,100,80,72.95
17043,0,1,1,1,0,1,0,0,0,0,95.4,100,0,0,72.93
21764,0,1,1,1,0,1,0,0,0,0,95.4,100,0,0,72.93
57148,1,0,0,1,1,0,2,0,0,1,97.2,0,100,20,72.74
62073,1,0,0,1,1,0,2,0,0,1,97.2,0,100,20,72.74
76358,1,0,0,1,1,0,2,0,0,1,97.2,0,100,20,72.74
10089,1,0,0,1,0,0,2,0,1,0,88,0,100,40,72.6
16672,1,0,0,1,0,0,2,0,1,0,88,0,100,40,72.6
25489,1,0,0,1,0,0,2,0,1,0,88,0,100,40,72.6
2106,0,1,1,0,1,1,0,0,0,0,94.5,100,0,0,72.525
24000,0,1,1,0,1,1,0,0,0,0,94.5,100,0,0,72.525
74438,0,1,1,0,1,1,0,0,0,0,94.5,100,0,0,72.525
4254,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
7545,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
10876,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
17120,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
22837,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
34325,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
44354,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
58043,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
61750,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
65700,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
83419,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
89682,0,0,0,1,0,1,2,0,1,0,21,100,100,40,72.45
13252,0,1,0,0,0,1,0,1,1,1,51,100,0,97.2,72.39
4337,1,0,0,0,1,0,2,0,1,0,87,0,100,40,72.15
19575,0,1,0,1,1,0,1,1,0,0,92,0,75,60,72.15
26125,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
28286,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
30598,0,1,0,1,1,0,1,1,0,0,92,0,75,60,72.15
33505,1,0,0,0,0,1,0,0,1,1,67,100,0,60,72.15
38728,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
57372,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
63588,1,0,0,0,1,0,2,0,1,0,87,0,100,40,72.15
65338,1,0,0,0,0,1,0,0,1,1,67,100,0,60,72.15
69063,1,0,0,0,1,0,2,0,1,0,87,0,100,40,72.15
83646,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
85425,1,0,0,0,1,0,2,0,1,0,87,0,100,40,72.15
88114,1,0,0,0,0,1,0,1,0,0,67,100,0,60,72.15
89692,0,1,0,1,1,0,1,1,0,0,92,0,75,60,72.15
70125,0,0,1,0,0,1,1,0,1,0,34,100,75,40,72.05
72040,0,0,1,0,0,1,1,0,1,0,34,100,75,40,72.05
56160,1,1,0,0,0,0,2,0,0,1,95.58,0,100,20,72.011
5621,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
20675,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
20800,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
29128,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
47324,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
48549,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
49814,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
64870,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
68960,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
75690,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
77060,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
85432,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
88909,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
90736,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
91247,0,0,0,0,1,1,2,0,1,0,20,100,100,40,72
3286,1,0,1,1,1,1,0,0,0,0,93.1662,100,0,0,71.92479
3370,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
5084,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
7001,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
17882,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
20305,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
22386,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
24519,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
27055,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
32721,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
34752,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
35360,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
36333,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
40661,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
47143,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
49347,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
49738,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
50491,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
52470,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
55626,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
56877,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
62512,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
63907,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
64554,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
65720,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
69130,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
69262,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
69826,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
72030,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
72071,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
74678,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
75927,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
77535,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
77606,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
78564,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
81865,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
83142,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
86974,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
88648,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
89507,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
92388,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
98259,0,1,0,0,0,1,1,0,0,0,51,100,75,0,71.7
69792,1,0,1,0,0,0,1,1,0,0,90.9,0,75,60,71.655
79207,1,0,1,0,0,0,1,0,1,1,90.9,0,75,60,71.655
64852,1,1,0,0,1,0,1,1,0,0,90.5418,0,75,60,71.49381
3671,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
26771,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
28819,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
30624,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
40157,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
58259,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
62623,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
90139,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
97757,0,1,0,1,1,1,0,0,0,0,92,100,0,0,71.4
3839,0,1,1,0,0,0,2,0,1,0,85,0,100,40,71.25
68455,0,1,1,0,0,0,2,0,1,0,85,0,100,40,71.25
6911,0,0,0,1,1,1,1,0,0,1,41,100,75,20,71.2
35554,0,0,0,1,1,1,1,0,0,1,41,100,75,20,71.2
86315,0,0,0,1,1,1,1,0,0,1,41,100,75,20,71.2
90027,0,0,0,1,1,1,1,0,0,1,41,100,75,20,71.2
15074,0,0,0,0,0,1,2,1,0,1,0,100,100,80,71
58628,0,0,0,0,0,1,2,1,0,1,0,100,100,80,71
8208,1,0,1,0,0,1,0,0,0,0,90.9,100,0,0,70.905
35849,1,0,1,0,0,1,0,0,0,0,90.9,100,0,0,70.905
18487,1,0,1,0,1,0,1,0,1,0,98.01,0,75,40,70.8545
9716,0,0,1,1,1,0,2,1,0,0,75,0,100,60,70.75
22861,0,0,1,1,1,0,2,1,0,0,75,0,100,60,70.75
26820,0,0,1,1,1,0,2,1,0,0,75,0,100,60,70.75
40983,1,1,0,0,1,1,0,0,0,0,90.5418,100,0,0,70.74381
26006,1,0,0,1,1,0,1,0,1,0,97.2,0,75,40,70.49
88312,1,0,0,1,1,0,1,0,1,0,97.2,0,75,40,70.49
10715,0,1,0,1,0,1,0,0,1,0,72,100,0,40,70.4
30075,0,1,0,1,0,1,0,0,1,0,72,100,0,40,70.4
37302,0,1,0,1,0,1,0,0,1,0,72,100,0,40,70.4
22404,1,0,0,1,0,0,1,1,0,0,88,0,75,60,70.35
97309,1,0,0,1,0,0,1,1,0,0,88,0,75,60,70.35
271,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
9810,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
10265,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
16777,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
20250,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
20880,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
24187,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
24863,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
26917,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
34196,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
37109,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
48320,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
49662,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
51518,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
54976,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
68077,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
68756,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
69657,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
70788,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
72128,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
75071,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
75391,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
75982,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
78355,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
85050,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
96409,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
98391,0,0,1,0,0,1,2,0,0,0,34,100,100,0,70.3
17641,0,0,0,1,0,1,1,0,1,1,21,100,75,60,70.2
30296,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
33802,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
38264,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
53423,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
54620,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
72638,0,0,0,1,0,1,1,0,1,1,21,100,75,60,70.2
84090,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
91368,0,0,0,1,0,1,1,1,0,0,21,100,75,60,70.2
2273,0,1,0,0,1,1,0,0,1,0,71,100,0,40,69.95
45076,0,1,0,0,1,1,0,0,1,0,71,100,0,40,69.95
47709,0,1,0,0,1,1,0,0,1,0,71,100,0,40,69.95
66168,0,1,0,0,1,1,0,0,1,0,71,100,0,40,69.95
10660,1,0,0,0,1,0,1,1,0,0,87,0,75,60,69.9
60614,1,0,0,0,1,0,1,1,0,0,87,0,75,60,69.9
1074,1,1,0,0,0,0,1,0,1,0,95.58,0,75,40,69.761
2213,1,1,0,0,0,0,1,0,1,0,95.58,0,75,40,69.761
8831,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
14415,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
16801,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
21329,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
25658,0,0,0,0,1,1,1,0,1,1,20,100,75,60,69.75
35649,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
38775,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
42975,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
59620,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
65279,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
69623,0,0,0,0,1,1,1,0,1,1,20,100,75,60,69.75
74316,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
83740,0,0,0,0,1,1,1,0,1,1,20,100,75,60,69.75
87228,0,0,0,0,1,1,1,1,0,0,20,100,75,60,69.75
89221,0,0,0,0,1,1,1,0,1,1,20,100,75,60,69.75
91340,0,0,0,0,1,1,1,0,1,1,20,100,75,60,69.75
46101,1,1,0,0,1,0,2,0,0,1,90.5418,0,100,20,69.74381
242,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
16322,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
21917,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
38641,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
47902,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
51423,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
64092,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
72423,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
74401,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
84060,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
90272,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
91258,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
97380,1,0,0,1,0,1,0,0,0,0,88,100,0,0,69.6
44944,1,0,1,1,0,0,2,0,0,0,98.82,0,100,0,69.469
4589,0,1,0,1,0,0,2,1,0,0,72,0,100,60,69.4
41704,0,1,0,1,0,0,2,1,0,0,72,0,100,60,69.4
52667,0,1,0,1,0,0,2,1,0,0,72,0,100,60,69.4
71766,0,1,0,1,0,0,2,1,0,0,72,0,100,60,69.4
84711,0,1,0,1,0,0,2,1,0,0,72,0,100,60,69.4
73284,0,0,1,0,1,0,2,1,1,0,54,0,100,100,69.3
84420,0,1,1,0,1,0,1,0,1,0,94.5,0,75,40,69.275
4774,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
6720,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
12544,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
20148,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
22116,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
25170,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
29677,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
35157,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
36319,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
37537,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
37660,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
44395,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
44483,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
61242,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
61445,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
64364,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
68365,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
74649,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
78278,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
81618,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
95546,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
96481,1,0,0,0,1,1,0,0,0,0,87,100,0,0,69.15
78444,1,0,1,0,1,0,2,0,0,0,98.01,0,100,0,69.1045
611,0,1,1,0,0,0,1,1,0,0,85,0,75,60,69
7111,0,1,1,0,0,0,1,1,0,0,85,0,75,60,69
29418,0,1,1,0,0,0,1,1,0,0,85,0,75,60,69
67902,0,1,1,0,0,0,1,1,0,0,85,0,75,60,69
12632,0,1,0,0,1,0,2,0,1,1,71,0,100,60,68.95
15380,0,1,0,0,1,0,2,0,1,1,71,0,100,60,68.95
31497,0,1,0,0,1,0,2,1,0,0,71,0,100,60,68.95
66155,0,1,0,0,1,0,2,1,0,0,71,0,100,60,68.95
88586,0,1,0,0,1,0,2,1,0,0,71,0,100,60,68.95
88253,1,0,0,0,0,0,1,1,1,0,67,0,75,100,68.9
97649,1,0,0,0,0,0,1,1,1,0,67,0,75,100,68.9
36649,0,0,0,0,0,1,1,1,1,0,0,100,75,100,68.75
67480,0,0,0,0,0,1,1,1,1,0,0,100,75,100,68.75
5355,1,0,0,1,1,0,2,0,0,0,97.2,0,100,0,68.74
16861,1,0,0,1,1,0,2,0,0,0,97.2,0,100,0,68.74
40613,1,0,0,1,1,0,2,0,0,0,97.2,0,100,0,68.74
54559,1,0,0,1,1,0,2,0,0,0,97.2,0,100,0,68.74
28361,1,0,0,1,0,0,2,0,0,1,88,0,100,20,68.6
53657,1,0,0,1,0,0,2,0,0,1,88,0,100,20,68.6
73224,1,0,0,1,0,0,2,0,0,1,88,0,100,20,68.6
94923,1,0,0,1,0,0,2,0,0,1,88,0,100,20,68.6
40212,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
43847,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
48601,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
63574,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
88290,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
98769,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
99237,0,0,0,1,0,1,2,0,0,1,21,100,100,20,68.45
47569,1,0,0,0,0,0,1,1,1,1,67,0,75,97.2,68.34
11174,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
14626,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
15543,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
32809,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
41250,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
52188,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
55722,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
61560,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
74656,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
93745,0,1,1,0,0,1,0,0,0,0,85,100,0,0,68.25
8346,0,1,0,1,1,0,1,0,1,0,92,0,75,40,68.15
12222,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
12761,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
14106,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
38318,1,0,0,0,1,0,2,0,0,1,87,0,100,20,68.15
39066,1,0,0,0,1,0,2,0,0,1,87,0,100,20,68.15
48877,0,1,0,1,1,0,1,0,1,0,92,0,75,40,68.15
57379,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
75711,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
85709,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
87070,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
88691,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
89397,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
89963,1,0,0,0,0,1,0,0,1,0,67,100,0,40,68.15
25164,0,0,1,0,0,1,1,0,0,1,34,100,75,20,68.05
50814,0,0,1,0,0,1,1,0,0,1,34,100,75,20,68.05
84530,0,0,1,0,0,1,1,0,0,1,34,100,75,20,68.05
90111,0,0,1,0,0,1,1,0,0,1,34,100,75,20,68.05
93639,0,0,1,0,0,1,1,0,0,1,34,100,75,20,68.05
26752,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
34011,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
40004,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
40014,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
44184,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
48746,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
50926,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
58146,1,1,0,0,0,0,2,0,0,0,95.58,0,100,0,68.011
4927,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
10656,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
16846,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
17315,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
20442,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
32728,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
44290,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
44487,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
65729,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
99839,0,0,0,0,1,1,2,0,0,1,20,100,100,20,68
51482,0,1,0,0,0,0,2,1,1,0,51,0,100,100,67.95
38666,0,1,1,1,0,0,2,0,0,0,95.4,0,100,0,67.93
95330,0,1,1,1,0,0,2,0,0,0,95.4,0,100,0,67.93
5280,1,0,1,0,0,0,1,0,1,0,90.9,0,75,40,67.655
67105,1,0,1,0,0,0,1,0,1,0,90.9,0,75,40,67.655
52076,0,1,1,0,1,0,2,0,0,0,94.5,0,100,0,67.525
67262,0,1,1,0,1,0,2,0,0,0,94.5,0,100,0,67.525
69266,0,1,1,0,1,0,2,0,0,0,94.5,0,100,0,67.525
42264,0,1,1,0,0,0,2,0,0,1,85,0,100,20,67.25
87000,0,1,1,0,0,0,2,0,0,1,85,0,100,20,67.25
2745,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
3474,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
4093,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
5535,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
10562,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
12386,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
12557,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
14969,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
16913,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
17685,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
19987,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
21856,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
24883,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
26127,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
27715,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
28503,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
36270,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
41546,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
43433,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
45292,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
48400,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
49223,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
51539,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
51796,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
51991,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
55462,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
62822,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
63244,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
64928,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
65553,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
74930,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
78177,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
80770,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
82208,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
83054,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
84310,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
85447,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
89535,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
91235,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
94888,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
96253,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
98071,0,0,0,1,1,1,1,0,0,0,41,100,75,0,67.2
